image_url,status,price,address,city_state,description,features,badges
,,"$335,000",3913 Waterford Way,3913 Waterford Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,800  Sqft. ($186/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1985  year built']",[]
,,"$420,000",5614 Dye Dr,5614 Dye Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,195  Sqft. ($191/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1984  year built']",[]
,,"$399,999",858 Steves Ave,858 Steves Ave,"
                    For Sale, Single-Family","['3  bedrooms', '1,811  Sqft. ($221/Sqft.)', '2 full & 1  half baths', '1  story']",[]
,,"$554,666",1207 Birchwood Ln,1207 Birchwood Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,100  Sqft. ($179/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$495,000",3932 Brookdale Rd,3932 Brookdale Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,906  Sqft. ($170/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', 'Private Pool', '2016  year built']",[]
,,"$625,000",4333 County Road 1103,4333 County Road 1103,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,070  Sqft. ($302/Sqft.)', '2 full & 1  half baths', '1.6   Acres', '1  story', 'Private Pool', '2014  year built']",[]
,,"$547,178",1213 Birchwood Ln,1213 Birchwood Ln,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,060  Sqft. ($179/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$34,997",LOT 12 STONE CRST,LOT 12 STONE CRST,"
                    For Sale, Lots",['0.4   Acres'],[]
,,"$799,900",413 W Brand Rd,413 W Brand Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '3,098  Sqft. ($258/Sqft.)', '3  full baths', '2   Acres', '2  stories', '1962  year built']",[]
,,"$199,900",2803 Rio Branco St 201J,2803 Rio Branco St 201J,"
                    For Sale, Residential - Condo","['2  bedrooms', '916  Sqft. ($218/Sqft.)', '2  full baths', '11.3   Acres', '1  story', 'Private Pool', '1970  year built']",[]
,,"$125,000",3866 Whittier St,3866 Whittier St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,460  Sqft. ($86/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1952  year built']",[]
,,"$85,000",1303 N WINDY KNOLL DR,1303 N WINDY KNOLL DR,"
                    For Sale, Single-Family","['2  bedrooms', '1,116  Sqft. ($76/Sqft.)', '2  full baths', '1  story']",[]
,,"$750,000",816 Elm Fork Trl,816 Elm Fork Trl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,023  Sqft. ($248/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '1  story', '2021  year built']",[]
,,"$450,000",26255 MEADOWLARK BAY,26255 MEADOWLARK BAY,"
                    For Sale, Single-Family","['4  bedrooms', '3,448  Sqft. ($131/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$199,900",353 Private Road 4437,353 Private Road 4437,"
                    ","['3  bedrooms', '1,638  Sqft. ($122/Sqft.)', '2  full baths', '1.1   Acres', '1  story', '1998  year built']",[]
,,"$513,054",1301 Corkwood Dr,1301 Corkwood Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,887  Sqft. ($178/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$242,500",206 Tom Ln,206 Tom Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,232  Sqft. ($197/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1985  year built']",[]
,,"$34,997",LOT 11 STONE CRST,LOT 11 STONE CRST,"
                    For Sale, Lots",['0.4   Acres'],[]
,,"$660,000",3212 Altman Dr,3212 Altman Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,619  Sqft. ($252/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '1  story', '1968  year built']",[]
,,"$480,707",1401 Birchwood Ln,1401 Birchwood Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,651  Sqft. ($181/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$487,465",1305 Birchwood Ln,1305 Birchwood Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,887  Sqft. ($169/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$429,900",404 Turnstone Dr,404 Turnstone Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,215  Sqft. ($194/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2010  year built']",[]
,,"$900,000",2758 Kessler Dr,2758 Kessler Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,053  Sqft. ($295/Sqft.)', '3  full baths', '1.0   Acres', '1  story', 'Private Pool', '2020  year built']",[]
,,"$569,900",3550 Fm 69,3550 Fm 69,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,400  Sqft. ($237/Sqft.)', '2 full & 1  half baths', '21   Acres', '1  story', '2010  year built']",[]
,,"$650,000",128 E Bear Creek Rd,128 E Bear Creek Rd,"
                    For Sale, Residential - Single Family","['1,987  Sqft. ($327/Sqft.)', '2  full baths', '0.5   Acres', '1  story', '1966  year built']",[]
,,"$499,900",99 Gentle Creek Ln,99 Gentle Creek Ln,"
                    For Sale, Land / Unimproved Land",['1.9   Acres'],[]
,,"$220,000",7326 HARDESTY,7326 HARDESTY,"
                    For Sale, Single-Family","['3  bedrooms', '1,156  Sqft. ($190/Sqft.)', '2  full baths', '1  story']",[]
,,"$249,900",1209 Corvadura St,1209 Corvadura St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,327  Sqft. ($188/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1984  year built']",[]
,,"$299,000",1386 Portsmouth Dr,1386 Portsmouth Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,273  Sqft. ($235/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2004  year built']",[]
,,"$325,000",7054 MARSHALL PASS,7054 MARSHALL PASS,"
                    For Sale, Single-Family","['3  bedrooms', '2,190  Sqft. ($148/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$75,000",4760 Fm 1129,4760 Fm 1129,"
                    For Sale, Land / Unimproved Land",['1.2   Acres'],[]
,,"$79,950",339 Princeton Rd,339 Princeton Rd,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,008  Sqft. ($79/Sqft.)', '1  full baths', '0.8   Acres', '1  story', '1952  year built']",[]
,,"$375,000",721 SAINT JAMES,721 SAINT JAMES,"
                    For Sale, Single-Family","['3  bedrooms', '1,480  Sqft. ($253/Sqft.)', '2  full baths', '1  story']",[]
,,"$249,000",TBD Hwy 34,TBD Hwy 34,"
                    For Sale, Land / Unimproved Land",['4.0   Acres'],[]
,,"$150,000",110 NW 33rd St,110 NW 33rd St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,240  Sqft. ($121/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '1980  year built']",[]
,,"$53,000",500 Stallings St,500 Stallings St,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$300,000",342 Coppice Pl,342 Coppice Pl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,993  Sqft. ($151/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2019  year built']",[]
,,"$25,000",116 W Salado St,116 W Salado St,"
                    For Sale, Lots","['22,950  Sqft. ($1/Sqft.)', '0.5   Acres']",[]
,,"$449,995",10179 ROYAL St,10179 ROYAL St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,400  Sqft. ($188/Sqft.)', '3  full baths', '0.7   Acres', '1  story', '2016  year built']",[]
,,"$515,000",1618 W Lawndale Dr Unit 17,1618 W Lawndale Dr Unit 17,"
                    For Sale, Single-Family","['3  bedrooms', '2,059  Sqft. ($250/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$499,990",809 lakewood Ct,809 lakewood Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,587  Sqft. ($193/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1.5  stories', '2022  year built']",[]
,,"$330,000",5725 Paluxy Sands Trl,5725 Paluxy Sands Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,844  Sqft. ($179/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2009  year built']",[]
,,"$165,000",3333 Mcneil St,3333 Mcneil St,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
,,"$650,000",2667 COUNTY ROAD 134,2667 COUNTY ROAD 134,"
                    For Sale, Country Homes/Acreage - Historic","['4  bedrooms', '1,164  Sqft. ($558/Sqft.)', '2  full baths', '13.3   Acres', '1  story']",[]
,,"$589,000",12603 GREEN DARNER,12603 GREEN DARNER,"
                    For Sale, Single-Family","['3  bedrooms', '2,956  Sqft. ($199/Sqft.)', '3 full & 1  half baths', '1  story']",[]
,,"$1,999,900",8387 Stone River Dr,8387 Stone River Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '5,748  Sqft. ($348/Sqft.)', '5 full & 1  half baths', '0.4   Acres', '2  stories', 'Private Pool', '2006  year built']",[]
,,"$340,000",766 Red Wing Dr,766 Red Wing Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,756  Sqft. ($194/Sqft.)', '2  full baths', '0.2   Acres', '2  stories', '1978  year built']",[]
,,"$1,100,000",1008 Saint Andrews Dr,1008 Saint Andrews Dr,"
                    For Sale, Residential - Single Family","['6  bedrooms', '5,527  Sqft. ($199/Sqft.)', '4 full & 1  half baths', '0.4   Acres', '2  stories', 'Private Pool', '1993  year built']",[]
,,"$524,692",1301 Kirkdale Dr,1301 Kirkdale Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,060  Sqft. ($171/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$539,999",10443 Cromwell Dr,10443 Cromwell Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,179  Sqft. ($248/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1963  year built']",[]
,,"$460,000",4710 Elementary Dr,4710 Elementary Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,497  Sqft. ($184/Sqft.)', '2 full & 1  half baths', '0.6   Acres', '1  story', '2022  year built']",[]
,,"$310,000",202 Angelina Dr,202 Angelina Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,961  Sqft. ($158/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2007  year built']",[]
,,"$639,000",2517 Grandview Dr,2517 Grandview Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,772  Sqft. ($231/Sqft.)', '3  full baths', '0.3   Acres', '1  story', '1970  year built']",[]
,,"$500,000",9529 Bewley Ct,9529 Bewley Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,878  Sqft. ($174/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2012  year built']",[]
,,"$679,250",2921 Aslynn Cir,2921 Aslynn Cir,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,655  Sqft. ($186/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '2  stories', '2018  year built']",[]
,,"$536,000",520 MAIN ST,520 MAIN ST,"
                    For Sale, Single-Family","['3  bedrooms', '1,780  Sqft. ($301/Sqft.)', '2  full baths', '2  stories']",[]
,,"$685,000",9316 Big Foot Dr,9316 Big Foot Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,207  Sqft. ($214/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '2  stories', '2001  year built']",[]
,,"$320,000",429 MOONVINE WAY,429 MOONVINE WAY,"
                    For Sale, Single-Family","['3  bedrooms', '1,462  Sqft. ($219/Sqft.)', '2  full baths']",[]
,,"$344,995",216 Timber View Dr,216 Timber View Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,911  Sqft. ($181/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1986  year built']",[]
,,"$29,900",3534 Clarke Blvd,3534 Clarke Blvd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '880  Sqft. ($34/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1970  year built']",[]
,,"$152,500",120 Patriotic Dr,120 Patriotic Dr,"
                    For Sale, Lots",['2.0   Acres'],[]
,,"$198,000",7607 CLARIDGE,7607 CLARIDGE,"
                    For Sale, Single-Family","['2  bedrooms', '919  Sqft. ($215/Sqft.)', '1  full baths', '1  story', 'Private Pool']",[]
,,"$321,990",303 NORTH RICHLAND DRIVE,303 NORTH RICHLAND DRIVE,"
                    For Sale, Single-Family","['4  bedrooms', '1,788  Sqft. ($180/Sqft.)', '2  full baths', '1  story']",[]
,,"$306,250",102 Vera Rd,102 Vera Rd,"
                    For Sale, Land / Unimproved Land",['17.6   Acres'],[]
,,"$219,999",1011 OLD HONDO HWY,1011 OLD HONDO HWY,"
                    For Sale, Lots","['894  Sqft. ($246/Sqft.)', '1   Acres']",[]
,,"$475,000",4117 Baroque Way,4117 Baroque Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,919  Sqft. ($248/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2004  year built']",[]
,,"$775,000",149 BOBBY LYNN DR,149 BOBBY LYNN DR,"
                    For Sale, Single-Family","['4  bedrooms', '2,636  Sqft. ($294/Sqft.)', '3  full baths', '1.1   Acres', '1  story', 'Private Pool']",[]
,,"$277,000",9767 CLAUDIA CIR,9767 CLAUDIA CIR,"
                    For Sale, Single-Family","['3  bedrooms', '1,698  Sqft. ($163/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$555,770",2925 Aslynn Cir,2925 Aslynn Cir,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,517  Sqft. ($221/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', '2018  year built']",[]
,,"$372,000",1625 Bedford Oaks Dr,1625 Bedford Oaks Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,537  Sqft. ($242/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1978  year built']",[]
,,"$355,502",120 WINDSOR BLVD,120 WINDSOR BLVD,"
                    For Sale, Single-Family","['4  bedrooms', '2,036  Sqft. ($175/Sqft.)', '2 full & 1  half baths']",[]
,,"$520,500",24209 AMARA WAY,24209 AMARA WAY,"
                    For Sale, Single-Family","['4  bedrooms', '2,318  Sqft. ($225/Sqft.)', '3  full baths', '1  story']",[]
,,"$264,700",10752 Water Oaks Dr,10752 Water Oaks Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,451  Sqft. ($182/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1987  year built']",[]
,,"$749,900",507 Cielo Avenue,507 Cielo Avenue,"
                    For Sale, Single-Family","['4  bedrooms', '2,895  Sqft. ($259/Sqft.)', '3  full baths', '1  story']",[]
,,"$589,000",1718 ESCADA,1718 ESCADA,"
                    For Sale, Single-Family","['4  bedrooms', '3,243  Sqft. ($182/Sqft.)', '3  full baths', '1  story']",[]
,,"$375,000",3333 Whisper Bluff,3333 Whisper Bluff,"
                    For Sale, Single-Family","['4  bedrooms', '3,109  Sqft. ($121/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$420,000",4502 W Oak Trl,4502 W Oak Trl,"
                    For Sale, Residential - Single Family","['2  bedrooms', '2,309  Sqft. ($182/Sqft.)', '2  full baths', '0.1   Acres', '2  stories', '1981  year built']",[]
,,"$792,059",6333 Tavolo Pkwy,6333 Tavolo Pkwy,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,286  Sqft. ($241/Sqft.)', '4 full & 1  half baths', '0.2   Acres', '2  stories', '2022  year built']",[]
,,"$675,000",9613 Cypress St,9613 Cypress St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '2,274  Sqft. ($297/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2007  year built']",[]
,,"$129,000",Lot D4 Pear Orchard,Lot D4 Pear Orchard,"
                    For Sale, Land / Unimproved Land",['2.3   Acres'],[]
,,"$410,000",22740 Fossil Ridge,22740 Fossil Ridge,"
                    For Sale, Lots",['2.2   Acres'],[]
,,"$99,000",TBD FM 2253,TBD FM 2253,"
                    For Sale, Land / Unimproved Land",['21   Acres'],[]
,,"$292,900",7126 COMET MANOR,7126 COMET MANOR,"
                    For Sale, Single-Family","['4  bedrooms', '1,948  Sqft. ($150/Sqft.)', '3  full baths', '2  stories']",[]
,,"$233,000",2505 Wedglea Dr #116,2505 Wedglea Dr #116,"
                    For Sale, Residential - Condo","['2  bedrooms', '958  Sqft. ($243/Sqft.)', '2  full baths', '5.5   Acres', '1  story', 'Private Pool', '1981  year built']",[]
,,"$290,000",1609 Darlene Ln,1609 Darlene Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,156  Sqft. ($135/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1966  year built']",[]
,,"$357,000",1808 Aleia Cv,1808 Aleia Cv,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,700  Sqft. ($210/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$365,000",8000 DONORE PL #36,8000 DONORE PL #36,"
                    For Sale, Townhouse/Condo","['3  bedrooms', '2,939  Sqft. ($124/Sqft.)', '3 full & 1  half baths', '3  stories']",[]
,,"$110,000",426 Mystic Shores Blvd,426 Mystic Shores Blvd,"
                    For Sale, Lots",['1.5   Acres'],[]
,,"$115,250",TBD Farm Road 275,TBD Farm Road 275,"
                    For Sale, Land / Unimproved Land",['4.6   Acres'],[]
